-999 -999 -999    17.90100 -999.00000   19.89507 -999.00000 -999.00000
-999 -999 -999    17.85000 -999.00000   20.14157 -999.00000 -999.00000
-999 -999 -999    15.94400 -999.00000   20.21746 -999.00000 -999.00000
-999 -999 -999    17.99600 -999.00000   20.30159 -999.00000 -999.00000
-999 -999 -999    18.29400 -999.00000   20.52739 -999.00000 -999.00000
-999 -999 -999    21.27700 -999.00000   20.91216 -999.00000 -999.00000
-999 -999 -999    22.17700 -999.00000   21.45393 -999.00000 -999.00000
-999 -999 -999    22.31400 -999.00000   21.91798 -999.00000 -999.00000
-999 -999 -999    21.41000 -999.00000   22.19062 -999.00000 -999.00000
-999 -999 -999    21.74000 -999.00000   22.34383 -999.00000 -999.00000
-999 -999 -999    15.64000 -999.00000   22.02682 -999.00000 -999.00000
-999 -999 -999    18.83600 -999.00000   21.65913 -999.00000 -999.00000
-999 -999 -999    18.19500 -999.00000   21.65162 -999.00000 -999.00000
-999 -999 -999    18.04200 -999.00000   21.61488 -999.00000 -999.00000
-999 -999 -999    18.25800 -999.00000   21.62032 -999.00000 -999.00000
-999 -999 -999    18.84000 -999.00000   21.70298 -999.00000 -999.00000
-999 -999 -999    18.16400 -999.00000   21.77036 -999.00000 -999.00000
-999 -999 -999    20.76500 -999.00000   21.97205 -999.00000 -999.00000
-999 -999 -999    21.56000 -999.00000   22.36755 -999.00000 -999.00000
-999 -999 -999    21.41900 -999.00000   22.68714 -999.00000 -999.00000
-999 -999 -999    21.61300 -999.00000   22.90748 -999.00000 -999.00000
-999 -999 -999    22.08900 -999.00000   23.11294 -999.00000 -999.00000
-999 -999 -999    20.83100 -999.00000   23.19048 -999.00000 -999.00000
-999 -999 -999    19.10300 -999.00000   23.01182 -999.00000 -999.00000
-999 -999 -999    21.67300 -999.00000   23.00419 -999.00000 -999.00000
-999 -999 -999    20.98900 -999.00000   23.17277 -999.00000 -999.00000
-999 -999 -999    16.09100 -999.00000   22.83302 -999.00000 -999.00000
-999 -999 -999    18.10800 -999.00000   22.44236 -999.00000 -999.00000
-999 -999 -999    19.54300 -999.00000   22.51055 -999.00000 -999.00000
-999 -999 -999    19.83400 -999.00000   22.70102 -999.00000 -999.00000
-999 -999 -999    19.86600 -999.00000   22.85649 -999.00000 -999.00000
-999 -999 -999    20.38100 -999.00000   23.00757 -999.00000 -999.00000
-999 -999 -999    16.65300 -999.00000   22.85260 -999.00000 -999.00000
-999 -999 -999    20.05200 -999.00000   22.75705 -999.00000 -999.00000
-999 -999 -999    21.08200 -999.00000   23.06704 -999.00000 -999.00000
-999 -999 -999    22.29800 -999.00000   23.44619 -999.00000 -999.00000
-999 -999 -999    23.45200 -999.00000   23.87922 -999.00000 -999.00000
-999 -999 -999    22.80300 -999.00000   24.18253 -999.00000 -999.00000
-999 -999 -999    22.17200 -999.00000   24.24543 -999.00000 -999.00000
-999 -999 -999    23.92100 -999.00000   24.39276 -999.00000 -999.00000
-999 -999 -999    25.26400 -999.00000   24.76503 -999.00000 -999.00000
-999 -999 -999    24.48600 -999.00000   25.02431 -999.00000 -999.00000
-999 -999 -999    24.58300 -999.00000   25.09935 -999.00000 -999.00000
-999 -999 -999    24.96700 -999.00000   25.19397 -999.00000 -999.00000
-999 -999 -999    26.10700 -999.00000   25.39989 -999.00000 -999.00000
-999 -999 -999    25.87100 -999.00000   25.59833 -999.00000 -999.00000
-999 -999 -999    26.19600 -999.00000   25.70908 -999.00000 -999.00000
-999 -999 -999    26.00500 -999.00000   25.78193 -999.00000 -999.00000
-999 -999 -999    26.93600 -999.00000   25.89935 -999.00000 -999.00000
-999 -999 -999    27.17200 -999.00000   26.08086 -999.00000 -999.00000
-999 -999 -999    24.81400 -999.00000   25.94163 -999.00000 -999.00000
-999 -999 -999    25.34800 -999.00000   25.69864 -999.00000 -999.00000
-999 -999 -999    26.63500 -999.00000   25.78956 -999.00000 -999.00000
-999 -999 -999    27.01800 -999.00000   26.00718 -999.00000 -999.00000
-999 -999 -999    26.13600 -999.00000   26.05438 -999.00000 -999.00000
-999 -999 -999    27.15700 -999.00000   26.09194 -999.00000 -999.00000
-999 -999 -999    27.00800 -999.00000   26.20241 -999.00000 -999.00000
-999 -999 -999    26.48100 -999.00000   26.17759 -999.00000 -999.00000
-999 -999 -999    27.08600 -999.00000   26.17582 -999.00000 -999.00000
-999 -999 -999    28.34400 -999.00000   26.37384 -999.00000 -999.00000
-999 -999 -999    28.13300 -999.00000   26.56975 -999.00000 -999.00000
-999 -999 -999    28.02900 -999.00000   26.61288 -999.00000 -999.00000
-999 -999 -999    21.89000 -999.00000   25.93248 -999.00000 -999.00000
-999 -999 -999    21.67700 -999.00000   25.00974 -999.00000 -999.00000
-999 -999 -999    23.04600 -999.00000   24.75341 -999.00000 -999.00000
-999 -999 -999    23.19100 -999.00000   24.77302 -999.00000 -999.00000
-999 -999 -999    24.11800 -999.00000   24.87787 -999.00000 -999.00000
-999 -999 -999    20.15500 -999.00000   24.63162 -999.00000 -999.00000
-999 -999 -999    21.54000 -999.00000   24.26779 -999.00000 -999.00000
-999 -999 -999    23.19600 -999.00000   24.36265 -999.00000 -999.00000
-999 -999 -999    24.55100 -999.00000   24.67690 -999.00000 -999.00000
-999 -999 -999    26.64500 -999.00000   25.15290 -999.00000 -999.00000
-999 -999 -999    26.88400 -999.00000   25.61214 -999.00000 -999.00000
-999 -999 -999    25.77500 -999.00000   25.73312 -999.00000 -999.00000
-999 -999 -999    25.36000 -999.00000   25.61667 -999.00000 -999.00000
-999 -999 -999    22.63600 -999.00000   25.23181 -999.00000 -999.00000
-999 -999 -999    24.34700 -999.00000   24.95274 -999.00000 -999.00000
-999 -999 -999    25.31800 -999.00000   25.07052 -999.00000 -999.00000
-999 -999 -999    25.33500 -999.00000   25.20726 -999.00000 -999.00000
-999 -999 -999    25.81900 -999.00000   25.30469 -999.00000 -999.00000
-999 -999 -999    26.01200 -999.00000   25.39967 -999.00000 -999.00000
-999 -999 -999    25.44500 -999.00000   25.38745 -999.00000 -999.00000
-999 -999 -999    20.40000 -999.00000   24.80121 -999.00000 -999.00000
-999 -999 -999    19.78200 -999.00000   23.99193 -999.00000 -999.00000
-999 -999 -999    19.39600 -999.00000   23.52299 -999.00000 -999.00000
-999 -999 -999    18.70800 -999.00000   23.18139 -999.00000 -999.00000
-999 -999 -999    19.18800 -999.00000   22.96793 -999.00000 -999.00000
-999 -999 -999    17.33000 -999.00000   22.72320 -999.00000 -999.00000
-999 -999 -999    16.02200 -999.00000   22.32204 -999.00000 -999.00000
-999 -999 -999    16.79200 -999.00000   22.04218 -999.00000 -999.00000
-999 -999 -999    16.84100 -999.00000   21.92361 -999.00000 -999.00000
-999 -999 -999    18.40700 -999.00000   21.95182 -999.00000 -999.00000
-999 -999 -999    19.32500 -999.00000   22.13030 -999.00000 -999.00000
-999 -999 -999    18.56200 -999.00000   22.23091 -999.00000 -999.00000
-999 -999 -999    19.46700 -999.00000   22.28106 -999.00000 -999.00000
-999 -999 -999    21.16600 -999.00000   22.48497 -999.00000 -999.00000
-999 -999 -999    21.34500 -999.00000   22.72895 -999.00000 -999.00000
-999 -999 -999    19.52700 -999.00000   22.72206 -999.00000 -999.00000
-999 -999 -999    20.30200 -999.00000   22.61234 -999.00000 -999.00000
-999 -999 -999    20.55900 -999.00000   22.60600 -999.00000 -999.00000
-999 -999 -999    20.96800 -999.00000   22.62920 -999.00000 -999.00000
-999 -999 -999    21.26700 -999.00000   22.67231 -999.00000 -999.00000
-999 -999 -999    20.70800 -999.00000   22.65107 -999.00000 -999.00000
-999 -999 -999    19.69600 -999.00000   22.49031 -999.00000 -999.00000
-999 -999 -999    19.72100 -999.00000   22.29730 -999.00000 -999.00000
-999 -999 -999    20.35600 -999.00000   22.21054 -999.00000 -999.00000
-999 -999 -999    17.84000 -999.00000   21.99297 -999.00000 -999.00000
-999 -999 -999    16.57300 -999.00000   21.56394 -999.00000 -999.00000
-999 -999 -999    17.55100 -999.00000   21.27077 -999.00000 -999.00000
-999 -999 -999    17.59400 -999.00000   21.13921 -999.00000 -999.00000
-999 -999 -999    17.69700 -999.00000   21.04213 -999.00000 -999.00000
-999 -999 -999    17.93900 -999.00000   20.97881 -999.00000 -999.00000
-999 -999 -999    14.58500 -999.00000   20.70721 -999.00000 -999.00000
-999 -999 -999    16.38300 -999.00000   20.41292 -999.00000 -999.00000
-999 -999 -999    17.10400 -999.00000   20.36042 -999.00000 -999.00000
-999 -999 -999    15.82600 -999.00000   20.26640 -999.00000 -999.00000
-999 -999 -999    14.09200 -999.00000   19.99423 -999.00000 -999.00000
-999 -999 -999    12.73300 -999.00000   19.60847 -999.00000 -999.00000
-999 -999 -999    13.85800 -999.00000   19.32160 -999.00000 -999.00000
-999 -999 -999    13.39300 -999.00000   19.14424 -999.00000 -999.00000
-999 -999 -999    14.22800 -999.00000   19.02041 -999.00000 -999.00000
-999 -999 -999    15.13900 -999.00000   19.00647 -999.00000 -999.00000
-999 -999 -999    15.20500 -999.00000   19.02626 -999.00000 -999.00000
-999 -999 -999    14.03900 -999.00000   18.95682 -999.00000 -999.00000
-999 -999 -999    14.13300 -999.00000   18.82687 -999.00000 -999.00000
-999 -999 -999    13.42600 -999.00000   18.68027 -999.00000 -999.00000
-999 -999 -999    10.15700 -999.00000   18.34610 -999.00000 -999.00000
-999 -999 -999     8.65000 -999.00000   17.85122 -999.00000 -999.00000
-999 -999 -999     9.91700 -999.00000   17.47802 -999.00000 -999.00000
-999 -999 -999    11.17200 -999.00000   17.30900 -999.00000 -999.00000
-999 -999 -999    12.17800 -999.00000   17.26679 -999.00000 -999.00000
-999 -999 -999    10.89400 -999.00000   17.20183 -999.00000 -999.00000
-999 -999 -999     7.31800 -999.00000   16.91431 -999.00000 -999.00000
-999 -999 -999     7.93200 -999.00000   16.55462 -999.00000 -999.00000
-999 -999 -999     8.59400 -999.00000   16.32469 -999.00000 -999.00000
-999 -999 -999     8.50200 -999.00000   16.15583 -999.00000 -999.00000
-999 -999 -999     7.94600 -999.00000   15.98210 -999.00000 -999.00000
-999 -999 -999     8.55400 -999.00000   15.83239 -999.00000 -999.00000
-999 -999 -999     8.37500 -999.00000   15.71501 -999.00000 -999.00000
-999 -999 -999    10.68000 -999.00000   15.68681 -999.00000 -999.00000
-999 -999 -999    11.03600 -999.00000   15.74789 -999.00000 -999.00000
-999 -999 -999     9.70700 -999.00000   15.74077 -999.00000 -999.00000
-999 -999 -999    12.07400 -999.00000   15.75657 -999.00000 -999.00000
-999 -999 -999     9.41600 -999.00000   15.73939 -999.00000 -999.00000
-999 -999 -999    10.36700 -999.00000   15.64183 -999.00000 -999.00000
-999 -999 -999    10.96100 -999.00000   15.60587 -999.00000 -999.00000
-999 -999 -999    12.54900 -999.00000   15.64175 -999.00000 -999.00000
-999 -999 -999    12.41600 -999.00000   15.70722 -999.00000 -999.00000
-999 -999 -999    12.02200 -999.00000   15.72081 -999.00000 -999.00000
-999 -999 -999    11.84300 -999.00000   15.69109 -999.00000 -999.00000
-999 -999 -999    10.80400 -999.00000   15.60268 -999.00000 -999.00000
-999 -999 -999     9.80300 -999.00000   15.43793 -999.00000 -999.00000
-999 -999 -999     8.67000 -999.00000   15.21230 -999.00000 -999.00000
-999 -999 -999     9.01700 -999.00000   14.99082 -999.00000 -999.00000
-999 -999 -999     9.51600 -999.00000   14.83029 -999.00000 -999.00000
-999 -999 -999     8.14100 -999.00000   14.65583 -999.00000 -999.00000
-999 -999 -999     9.64500 -999.00000   14.50517 -999.00000 -999.00000
-999 -999 -999     5.09800 -999.00000   14.26641 -999.00000 -999.00000
-999 -999 -999     6.82900 -999.00000   13.96879 -999.00000 -999.00000
-999 -999 -999     4.99600 -999.00000   13.71387 -999.00000 -999.00000
-999 -999 -999     6.10400 -999.00000   13.47192 -999.00000 -999.00000
-999 -999 -999     5.39700 -999.00000   13.27374 -999.00000 -999.00000
-999 -999 -999     7.70500 -999.00000   13.14461 -999.00000 -999.00000
-999 -999 -999     5.83200 -999.00000   13.03664 -999.00000 -999.00000
-999 -999 -999     5.44200 -999.00000   12.86889 -999.00000 -999.00000
-999 -999 -999     6.62500 -999.00000   12.73902 -999.00000 -999.00000
-999 -999 -999     5.90600 -999.00000   12.63059 -999.00000 -999.00000
-999 -999 -999     7.04000 -999.00000   12.53832 -999.00000 -999.00000
-999 -999 -999     7.32700 -999.00000   12.48654 -999.00000 -999.00000
-999 -999 -999     7.39300 -999.00000   12.43986 -999.00000 -999.00000
-999 -999 -999     7.90800 -999.00000   12.40361 -999.00000 -999.00000
-999 -999 -999     8.30100 -999.00000   12.38492 -999.00000 -999.00000
-999 -999 -999     6.99000 -999.00000   12.33276 -999.00000 -999.00000
-999 -999 -999     5.20700 -999.00000   12.19515 -999.00000 -999.00000
-999 -999 -999     7.39400 -999.00000   12.07819 -999.00000 -999.00000
-999 -999 -999     7.49200 -999.00000   12.02645 -999.00000 -999.00000
-999 -999 -999     7.26900 -999.00000   11.96796 -999.00000 -999.00000
-999 -999 -999     9.67700 -999.00000   11.96233 -999.00000 -999.00000
-999 -999 -999     8.99600 -999.00000   11.99036 -999.00000 -999.00000
-999 -999 -999     9.07800 -999.00000   11.98870 -999.00000 -999.00000
-999 -999 -999     8.65800 -999.00000   11.96808 -999.00000 -999.00000
-999 -999 -999     3.96100 -999.00000   11.81043 -999.00000 -999.00000
-999 -999 -999     6.14600 -999.00000   11.60434 -999.00000 -999.00000
-999 -999 -999     6.35300 -999.00000   11.47856 -999.00000 -999.00000
-999 -999 -999     6.08300 -999.00000   11.35991 -999.00000 -999.00000
-999 -999 -999     5.31000 -999.00000   11.22417 -999.00000 -999.00000
-999 -999 -999     2.55900 -999.00000   11.01667 -999.00000 -999.00000
-999 -999 -999     2.81400 -999.00000   10.77426 -999.00000 -999.00000
-999 -999 -999     1.57300 -999.00000   10.53749 -999.00000 -999.00000
-999 -999 -999     1.82600 -999.00000   10.30549 -999.00000 -999.00000
-999 -999 -999     2.06400 -999.00000   10.10862 -999.00000 -999.00000
-999 -999 -999     2.59300 -999.00000    9.94640 -999.00000 -999.00000
-999 -999 -999     2.91400 -999.00000    9.81485 -999.00000 -999.00000
-999 -999 -999     2.84700 -999.00000    9.69752 -999.00000 -999.00000
-999 -999 -999     2.12000 -999.00000    9.57195 -999.00000 -999.00000
-999 -999 -999     2.72000 -999.00000    9.45236 -999.00000 -999.00000
-999 -999 -999     4.20800 -999.00000    9.38011 -999.00000 -999.00000
-999 -999 -999     4.62000 -999.00000    9.34548 -999.00000 -999.00000
-999 -999 -999     3.14900 -999.00000    9.28858 -999.00000 -999.00000
-999 -999 -999     1.39100 -999.00000    9.17167 -999.00000 -999.00000
-999 -999 -999    -1.31100 -999.00000    8.98024 -999.00000 -999.00000
-999 -999 -999     1.52500 -999.00000    8.80873 -999.00000 -999.00000
-999 -999 -999     0.69800 -999.00000    8.68730 -999.00000 -999.00000
-999 -999 -999    -1.11500 -999.00000    8.52806 -999.00000 -999.00000
-999 -999 -999     1.82000 -999.00000    8.40088 -999.00000 -999.00000
1992    1    1     2.43400 -999.00000    8.34234 -999.00000 -999.00000
1992    1    2    -2.23000 -999.00000    8.21726 -999.00000 -999.00000
1992    1    3    -0.53300 -999.00000    8.05194 -999.00000 -999.00000
1992    1    4     0.84700 -999.00000    7.94999 -999.00000 -999.00000
1992    1    5     0.87500 -999.00000    7.87666 -999.00000 -999.00000
1992    1    6    -0.11400 -999.00000    7.79120 -999.00000 -999.00000
1992    1    7    -1.50800 -999.00000    7.67281 -999.00000 -999.00000
1992    1    8     1.50400 -999.00000    7.58755 -999.00000 -999.00000
1992    1    9     2.82000 -999.00000    7.57325 -999.00000 -999.00000
1992    1   10     5.46700 -999.00000    7.61757 -999.00000 -999.00000
1992    1   11     5.24500 -999.00000    7.69252 -999.00000 -999.00000
1992    1   12     1.79600 -999.00000    7.70171 -999.00000 -999.00000
1992    1   13     0.19700 -999.00000    7.62873 -999.00000 -999.00000
